frame,time
0,0
1,0.000000005
2,0.00000001
3,0.000000015000000000000002
4,0.00000002
5,0.000000025000000000000002
6,0.000000030000000000000004
7,0.000000035
8,0.00000004
9,0.000000045
10,0.000000050000000000000004
11,0.000000055
12,0.00000006000000000000001
13,0.000000065
14,0.00000007
15,0.000000075
16,0.00000008
17,0.00000008500000000000001
18,0.00000009
19,0.000000095
20,0.00000010000000000000001
21,0.000000105
22,0.00000011
23,0.00000011500000000000001
24,0.00000012000000000000002
25,0.000000125
26,0.00000013
27,0.000000135
28,0.00000014
29,0.00000014500000000000001
30,0.00000015
31,0.000000155
32,0.00000016
33,0.000000165
34,0.00000017000000000000001
35,0.00000017500000000000002
36,0.00000018
37,0.000000185
38,0.00000019
39,0.000000195
40,0.00000020000000000000002
41,0.000000205
42,0.00000021
43,0.000000215
44,0.00000022
45,0.00000022500000000000002
46,0.00000023000000000000002
47,0.000000235
48,0.00000024000000000000003
49,0.000000245
50,0.00000025
51,0.000000255
52,0.00000026
53,0.000000265
54,0.00000027
55,0.000000275
56,0.00000028
57,0.000000285
58,0.00000029000000000000003
59,0.00000029500000000000003
60,0.0000003
61,0.000000305
62,0.00000031
63,0.000000315
64,0.00000032
65,0.000000325
66,0.00000033
67,0.000000335
68,0.00000034000000000000003
69,0.00000034500000000000003
70,0.00000035000000000000004
71,0.000000355
72,0.00000036
73,0.000000365
74,0.00000037
75,0.000000375
76,0.00000038
77,0.000000385
78,0.00000039
79,0.00000039500000000000003
80,0.00000040000000000000003
81,0.00000040500000000000004
82,0.00000041
83,0.000000415
84,0.00000042
85,0.000000425
86,0.00000043
87,0.000000435
88,0.00000044
89,0.00000044500000000000003
90,0.00000045000000000000003
91,0.00000045500000000000004
92,0.00000046000000000000004
93,0.000000465
94,0.00000047
95,0.000000475
96,0.0000004800000000000001
97,0.000000485
98,0.00000049
99,0.000000495
100,0.0000005
101,0.000000505
102,0.00000051
103,0.000000515
104,0.00000052
105,0.0000005250000000000001
106,0.00000053
107,0.0000005350000000000001
108,0.00000054
109,0.000000545
110,0.00000055
111,0.000000555
112,0.00000056
113,0.000000565
114,0.00000057
115,0.000000575
116,0.0000005800000000000001
117,0.000000585
118,0.0000005900000000000001
119,0.000000595
120,0.0000006
121,0.000000605
122,0.00000061
123,0.000000615
124,0.00000062
125,0.000000625
126,0.00000063
127,0.0000006350000000000001
128,0.00000064
129,0.0000006450000000000001
130,0.00000065
131,0.000000655
132,0.00000066
133,0.000000665
134,0.00000067
135,0.000000675
136,0.0000006800000000000001
137,0.000000685
138,0.0000006900000000000001
139,0.000000695
140,0.0000007000000000000001
141,0.000000705
142,0.00000071
143,0.000000715
144,0.00000072
145,0.000000725
146,0.00000073
147,0.0000007350000000000001
148,0.00000074
149,0.0000007450000000000001
150,0.00000075
151,0.0000007550000000000001
152,0.00000076
153,0.000000765
154,0.00000077
155,0.000000775
156,0.00000078
157,0.000000785
158,0.0000007900000000000001
159,0.000000795
160,0.0000008000000000000001
161,0.000000805
162,0.0000008100000000000001
163,0.000000815
164,0.00000082
165,0.000000825
166,0.00000083
167,0.000000835
168,0.00000084
169,0.0000008450000000000001
170,0.00000085
171,0.0000008550000000000001
172,0.00000086
173,0.0000008650000000000001
174,0.00000087
175,0.000000875
176,0.00000088
177,0.000000885
178,0.0000008900000000000001
179,0.000000895
180,0.0000009000000000000001
181,0.000000905
182,0.0000009100000000000001
183,0.000000915
184,0.0000009200000000000001
185,0.000000925
186,0.00000093
187,0.000000935
188,0.00000094
189,0.0000009450000000000001
190,0.00000095
191,0.000000955
192,0.0000009600000000000001
193,0.000000965
194,0.00000097
195,0.000000975
196,0.00000098
197,0.000000985
198,0.00000099
199,0.000000995
200,0.000001
